ID,Label
0,8
1,8
2,5
3,15
4,8
5,15
6,5
7,5
8,5
9,8
10,5
11,5
12,15
13,5
14,17
15,8
16,8
17,5
18,15
19,5
20,15
21,5
22,8
23,5
24,8
25,15
26,11
27,8
28,8
29,8
30,5
31,5
32,5
33,8
34,15
35,8
36,8
37,5
38,5
39,8
40,8
41,5
42,8
43,5
44,8
45,8
46,8
47,8
48,8
49,15
50,8
51,8
52,5
53,15
54,5
55,5
56,5
57,15
58,15
59,8
60,15
61,5
62,8
63,5
64,8
65,8
66,5
67,8
68,5
69,8
70,5
71,5
72,15
73,8
74,8
75,8
76,15
77,5
78,5
79,8
80,15
81,5
82,5
83,8
84,5
85,15
86,15
87,5
88,8
89,8
90,5
91,8
92,15
93,15
94,8
95,15
96,8
97,5
98,8
99,8
100,8
101,8
102,8
103,5
104,8
105,8
106,15
107,8
108,5
109,8
110,5
111,5
112,15
113,8
114,8
115,5
116,5
117,8
118,8
119,8
120,15
121,11
122,5
123,8
124,15
125,8
126,5
127,8
128,15
129,5
130,15
131,15
132,8
133,5
134,15
135,5
136,5
137,5
138,5
139,8
140,15
141,15
142,5
143,8
144,8
145,5
146,15
147,8
148,8
149,8
150,8
151,5
152,8
153,8
154,5
155,15
156,5
157,8
158,8
159,8
160,8
161,15
162,5
163,5
164,15
165,5
166,8
167,17
168,8
169,8
170,8
171,8
172,8
173,5
174,8
175,5
176,15
177,15
178,8
179,5
180,5
181,5
182,15
183,8
184,5
185,8
186,8
187,8
188,8
189,8
190,15
191,5
192,8
193,17
194,8
195,5
196,8
197,8
198,5
199,5
200,8
201,8
202,15
203,8
204,15
205,5
206,8
207,8
208,8
209,5
210,8
211,8
212,15
213,5
214,11
215,8
216,8
217,8
218,15
219,8
220,15
221,15
222,15
223,5
224,5
225,8
226,5
227,15
228,5
229,8
230,8
231,5
232,5
233,5
234,5
235,5
236,8
237,5
238,15
239,8
240,5
241,15
242,8
243,15
244,5
245,8
246,8
247,8
248,15
249,5
250,8
251,15
252,8
253,8
254,8
255,8
256,5
257,8
258,8
259,8
260,5
261,8
262,8
263,8
264,8
265,8
266,15
267,15
268,8
269,8
270,8
271,8
272,15
273,5
274,8
275,5
276,8
277,5
278,8
279,8
280,8
281,5
282,8
283,5
284,8
285,8
286,8
287,5
288,5
289,15
290,5
291,5
292,15
293,5
294,5
295,8
296,8
297,15
298,11
299,5
300,15
301,8
302,8
303,5
304,11
305,5
306,15
307,15
308,5
309,15
310,17
311,8
312,8
313,8
314,8
315,8
316,8
317,15
318,8
319,5
320,5
321,8
322,8
323,5
324,5
325,15
326,5
327,5
328,15
329,15
330,8
331,5
332,5
333,5
334,15
335,5
336,15
337,8
338,5
339,8
340,8
341,8
