ID,Label
0,8
1,8
2,6
3,15
4,8
5,15
6,6
7,5
8,5
9,8
10,5
11,6
12,15
13,6
14,17
15,8
16,8
17,5
18,15
19,6
20,15
21,6
22,8
23,5
24,11
25,11
26,8
27,5
28,8
29,8
30,5
31,5
32,5
33,8
34,15
35,8
36,8
37,5
38,6
39,8
40,8
41,6
42,8
43,6
44,8
45,8
46,11
47,8
48,8
49,15
50,8
51,8
52,6
53,15
54,6
55,5
56,6
57,15
58,15
59,8
60,15
61,8
62,8
63,6
64,8
65,8
66,8
67,8
68,5
69,8
70,6
71,6
72,15
73,8
74,8
75,8
76,15
77,6
78,5
79,8
80,15
81,6
82,5
83,8
84,5
85,11
86,15
87,5
88,8
89,8
90,6
91,8
92,15
93,15
94,8
95,15
96,8
97,5
98,8
99,8
100,8
101,5
102,8
103,6
104,8
105,8
106,15
107,8
108,5
109,5
110,5
111,5
112,15
113,8
114,8
115,6
116,5
117,8
118,8
119,5
120,15
121,15
122,6
123,8
124,15
125,8
126,5
127,8
128,15
129,5
130,15
131,15
132,8
133,6
134,15
135,5
136,6
137,6
138,6
139,8
140,15
141,15
142,6
143,15
144,8
145,6
146,15
147,5
148,5
149,8
150,8
151,6
152,8
153,8
154,5
155,15
156,6
157,8
158,8
159,8
160,8
161,15
162,5
163,6
164,15
165,5
166,8
167,15
168,15
169,8
170,8
171,8
172,5
173,5
174,8
175,6
176,15
177,15
178,8
179,8
180,8
181,5
182,11
183,8
184,5
185,8
186,8
187,8
188,8
189,8
190,15
191,5
192,8
193,15
194,8
195,5
196,8
197,8
198,5
199,8
200,8
201,8
202,15
203,8
204,15
205,6
206,8
207,8
208,8
209,6
210,8
211,8
212,15
213,6
214,15
215,8
216,8
217,11
218,15
219,8
220,8
221,15
222,11
223,6
224,5
225,8
226,6
227,15
228,6
229,8
230,8
231,5
232,6
233,8
234,5
235,5
236,8
237,5
238,15
239,5
240,6
241,15
242,8
243,11
244,5
245,8
246,8
247,8
248,15
249,5
250,5
251,15
252,8
253,8
254,15
255,8
256,5
257,8
258,8
259,5
260,5
261,8
262,8
263,8
264,8
265,8
266,15
267,15
268,8
269,8
270,8
271,8
272,15
273,6
274,8
275,6
276,8
277,5
278,15
279,8
280,8
281,8
282,8
283,8
284,8
285,8
286,8
287,5
288,6
289,15
290,6
291,5
292,15
293,5
294,1
295,5
296,5
297,15
298,8
299,5
300,15
301,8
302,8
303,5
304,11
305,6
306,15
307,15
308,5
309,15
310,15
311,8
312,8
313,8
314,8
315,8
316,8
317,15
318,8
319,8
320,5
321,8
322,8
323,6
324,5
325,15
326,5
327,5
328,15
329,15
330,8
331,5
332,5
333,6
334,15
335,6
336,15
337,8
338,5
339,8
340,8
341,8
